,metal,linker_SMILES
3719,Cd,c1cn(CCCCn2ccnc2)cn1
3720,Cu,O=C(O)c1ccc(N2CN=CN2)cc1
3721,Zn,O=C(O)Cn1nnc(-c2ccncc2)n1
3722,Mn,O=C(O)c1cc(NCc2ccncc2)cc(C(=O)O)c1
3723,Cd,c1cncc(-c2nnn[nH]2)c1
3724,Zn,c1cc(-c2nnn[nH]2)ccn1
3725,Ni,c1nnnn1CCn1cnnn1
3726,Zn,O=C(O)[C@H]1C[C@@H](C(=O)O)[C@@H](C(=O)O)C[C@H]1C(=O)O
3727,Na,N#CN[N+](=O)[O-]
3728,Ca,O=[N+]([O-])O
3729,Cu,O=C(O)c1ccc2c(c1)c1ccc(C(=O)O)cc1c1ccc(C(=O)O)cc21
3730,La,O=C(O)[C@H]1[C@H](C(=O)O)[C@@H](C(=O)O)[C@@H]1C(=O)O
3731,Mn,CCOc1ccc2cc(P(=O)(O)O)ccc2c1-c1c(OCC)ccc2cc(P(=O)(O)O)ccc12
3732,Co,CCOc1ccc2cc(P(=O)(O)O)ccc2c1-c1c(OCC)ccc2cc(P(=O)(O)O)ccc12
3733,Cu,[C]COc1ccc2cc([P@@](=O)(O)OC=C)ccc2c1-c1c(OC[C])ccc2cc([P@@](=O)(O)OC[C])ccc12
3734,Ni,O=C(NNC(=O)c1ccncc1)c1ccncc1
3735,Co,O=C(NNC(=O)c1ccncc1)c1ccncc1
3736,Cd,O=C(NNC(=O)c1ccncc1)c1ccncc1
3737,Ni,O=C(O)/C=C/C=C/C(=O)O
3738,Co,O=C(O)/C=C/C=C/C(=O)O
3739,Co,O=C(O)c1cc(C(=O)O)c(C(=O)O)nc1C(=O)O
3740,Cd,O=C(O)/C=C/c1cnc[nH]1
3741,Cu,C(#Cc1cncnc1)c1cncnc1
3742,Cu,O=C(O)C/N=C/c1cc(Cl)ccc1O
3743,Mn,O=C(O)c1ccc(-c2c3nc(c(-c4ccc(C(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
3744,Zn,NCCCCCCN
3745,Ag,c1ncn(Cn2cncn2)n1
3746,Zn,O=C(O)c1cncc(Cl)c1
3747,Zn,O=C(O)c1cncc(Br)c1
3748,Ag,O=C(O)c1nc2sc(C(=O)O)nc2s1
3749,Zn,O=C(O)c1cc(Cl)c(C(=O)O)cc1Cl
3750,Co,C1=C[C@H](c2cn[nH]c2)CC(c2cn[nH]c2)=C1
3751,Cs,CC(C)(C)[C@@H](C(=O)O)[C@H](C(=O)O)C(C)(C)C
3752,Cu,O=C(O)c1cc(C#Cc2ccc(-c3cc(-c4ccc(C#Cc5cc(C(=O)O)cc(C(=O)O)c5)cc4)cc(-c4ccc(C#Cc5cc(C(=O)O)cc(C(=O)O)c5)cc4)c3)cc2)cc(C(=O)O)c1
3753,Mn,O=C(O)c1ccc(C(=O)O)cc1
3754,Cu,CC(C)C[C@@H](NCc1ccc(CN[C@H](CC(C)C)C(=O)O)cc1)C(=O)O
3755,Hg,O=P(CCP(=O)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
3756,Zn,O=C(O)c1nc(CO)[nH]c1C(=O)O
3757,Ce,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1
3758,Sm,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1
3759,Sm,O=C(O)c1ccc(-c2cc(C(=O)O)cc(-c3ccc(C(=O)O)cc3)c2)cc1
3760,Gd,O=C(O)c1ccc(-c2cc(C(=O)O)cc(-c3ccc(C(=O)O)cc3)c2)cc1
3761,Co,O=C(O)c1ccc(-c2cccnc2)cc1
3762,Ag,CC(C)(C)N1CN2Cc3ccc(nc3)-c3ccc(cn3)CN3CN(C(C)(C)C)CN(Cc4ccc(nc4)-c4ccc(cn4)CN(C1)C2=O)C3=O
3763,Mn,O=C(O)c1nc[nH]c1C(=O)O
3764,Co,O=C(O)c1nc[nH]c1C(=O)O
3765,K,CSc1ccccc1N
3766,Eu,O=C(O)c1ccc(-c2ccc(C(=O)O)cn2)nc1
3767,Cu,O=C(O)c1cc(C#CC#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
3768,Cd,O=C(O)c1nnn[nH]1
3769,Mo,c1cc(-n2cnnc2)ccc1-n1cnnc1
3770,Mn,N#CC(C#N)=C(C#N)C#N
3771,Zn,O=C(O)c1ccc2c(c1)C(=O)c1cc(C(=O)O)ccc1-2
3772,Cu,OC[C@@H](OO)OO[C@H](CO)OO[C@@H](OO)[C@@H](OO)OO[C@@H](CO)OO/C(OO)=C(\OO)OO[C@H](CO)OO[C@@H](OO)[C@@H](OO)OO[C@H](COO)OO[C@H](CO)OO
3773,Cu,c1cc2ccc1CSCc1ccc(cc1)CSC2
3774,Mn,O=C(Nc1nnn[nH]1)c1ccccc1
3775,Cu,O=C(O)c1cc(OCCCOc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
3776,Zr,O=C(O)c1ccc(NNc2ccc(C(=O)O)cc2)cc1
3777,Na,N#CC1=C(N)O[C@@H](S(O)(O)O)[C@@H]1S(O)(O)O
3778,Fe,CC(C)(C#N)NNC(C)(C)C#N
3779,Fe,N#CC1(NNC2(C#N)CCCCC2)CCCCC1
3780,Cd,O=C(O)[C@H]1[C@H](C(=O)O)[C@@H](C(=O)O)[C@@H]1C(=O)O
3781,Nd,O=C(O)CN(CC(=O)O)CC(=O)O
3782,Zn,O=C(O)c1ccc(N2c3ccc(C(=O)O)cc3Oc3cc(C(=O)O)ccc32)cc1
3783,Cu,CCc1c(-c2nnc(-c3cccnc3)o2)c(CC)c(-c2nnc(-c3cccnc3)o2)c(CC)c1-c1nnc(-c2cccnc2)o1
3784,Nd,O=C(O)c1cc(S(O)(O)O)ccc1O
3785,Eu,O=C(O)c1ccc(-c2nnc(-c3cc(C(=O)O)cc(C(=O)O)c3)[nH]2)cc1
3786,Gd,O=C(O)c1ccc(-c2nnc(-c3cc(C(=O)O)cc(C(=O)O)c3)[nH]2)cc1
3787,Dy,O=C(O)c1ccc(-c2nnc(-c3cc(C(=O)O)cc(C(=O)O)c3)[nH]2)cc1
3788,Sm,O=C(O)c1cc(C(=O)O)cc(C2=N[C@H](c3cc(C(=O)O)cc(C(=O)O)c3)NN2)c1
3789,Eu,O=C(O)c1cc(C(=O)O)cc(C2=N[C@H](c3cc(C(=O)O)cc(C(=O)O)c3)NN2)c1
3790,Gd,O=C(O)c1cc(C(=O)O)cc(C2=N[C@H](c3cc(C(=O)O)cc(C(=O)O)c3)NN2)c1
3791,Tb,O=C(O)c1cc(C(=O)O)cc(C2=N[C@H](c3cc(C(=O)O)cc(C(=O)O)c3)NN2)c1
3792,Dy,O=C(O)c1cc(C(=O)O)cc(C2=N[C@H](c3cc(C(=O)O)cc(C(=O)O)c3)NN2)c1
3793,Er,O=C(O)c1cc(C(=O)O)cc(C2=N[C@H](c3cc(C(=O)O)cc(C(=O)O)c3)NN2)c1
3794,Tl,O=C(O)C(=O)O
3795,Eu,c1cnc(-c2ncccn2)nc1
3796,Cu,Cc1nnc(C)n1-c1ccc(C(=O)O)cc1
3797,Fe,O=C(O)c1cc(-c2ccc(O)c(C(=O)O)c2)ccc1O
3798,Fe,O=C(O)[C@H]1C=C(C2=C[C@H](C(=O)O)C(=O)C=C2)C=CC1=O
3799,Ce,CC(C)c1cc(C(=O)O)cc(C(C)C)c1N1C=CN(c2c(C(C)C)cc(C(=O)O)cc2C(C)C)C1
3800,Gd,O=C(O)c1ccc(C#Cc2ccc(C(=O)O)cc2)cc1
3801,Ag,Cc1c(-c2ccncc2)c(C)c(-c2c(C)c(-c3ccncc3)c(C)c(-c3ccncc3)c2C)c(C)c1-c1ccncc1
3802,Mn,Cc1c(-c2ccncc2)c(C)c(-c2c(C)c(-c3ccncc3)c(C)c(-c3ccncc3)c2C)c(C)c1-c1ccncc1
3803,Zn,[C]c1c(-c2ccncc2)c(C)c(-c2c(C)c(-c3ccncc3)c([C])c(-c3ccncc3)c2C)c(C)c1-c1ccncc1
3804,Cd,[C]c1c(-c2ccncc2)c(C)c(-c2c(C)c(-c3ccncc3)c([C])c(-c3ccncc3)c2C)c(C)c1-c1ccncc1
3805,Tb,O=C(O)c1ccc(C(=O)O)c(-c2cccc(-c3cc(C(=O)O)ccc3C(=O)O)n2)c1
3806,Zn,C[C@@H](N[C@@H]1C[C@]2(C(=O)O)CC[C@@]1(C(=O)O)C[C@H]2N[C@H](C)c1ccccc1)c1ccccc1
3807,Ti,Oc1ccc(O)cc1
3808,Ti,Oc1ccc2ccc(O)cc2c1
3809,Yb,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
3810,Eu,O=C(O)c1ccc(C(=O)O)c(-c2cccc(-c3cc(C(=O)O)ccc3C(=O)O)n2)c1
3811,Na,OS(O)(O)c1ccc(Oc2ccc(S(O)(O)O)cc2)cc1
3812,Zn,COc1cc(C(=O)O)cc(OC)c1-c1c(OC)cc(C(=O)O)cc1OC
3813,Cu,COc1cc(C(=O)O)cc(OC)c1-c1c(OC)cc(C(=O)O)cc1OC
3814,Li,O=C(O)c1ccc(C(=O)O)cc1
3815,Cu,[C]c1nnn[nH]1
3816,Cu,O=C(O)c1ccc(C(=O)O)s1
3817,Co,O=C(O)CCCCC(=O)O
3818,Co,c1cc(-n2cnnc2)ccc1Cc1ccc(-n2cnnc2)cc1
3819,Cu,c1cc(N2CNNC2)ccc1Cc1ccc(-n2cnnc2)cc1
3820,Cu,CCc1nccn1CCCCn1ccnc1CC
3821,La,O=C(O)C/C=C/CC(=O)O
3822,Ce,O=C(O)C/C=C/CC(=O)O
3823,Gd,O=C(O)C/C=C/CC(=O)O
3824,Y,O=C(O)C/C=C/CC(=O)O
3825,Lu,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
3826,Zn,O=P(O)(O)Cc1ccc(CP(=O)(O)O)cc1
3827,Cd,O=C(O)c1ccc(C(=O)O)c(Oc2ccccc2C(=O)O)c1
3828,Zn,O=C(O)c1ccc(-c2ccc(C(c3ccc(-c4ccc(C(=O)O)cc4)cc3)(c3ccc(-c4ccc(C(=O)O)cc4)cc3)c3ccc(-c4ccc(C(=O)O)cc4)cc3)cc2)cc1
3829,Cu,O=C(O)c1ccc(C(=O)Nc2cc(C(=O)O)cc(C(=O)O)c2)cc1
3830,Ti,Nc1c(N)c(C(=O)O)c(N)c(N)c1C(=O)O
3831,Co,O=C(O)c1cc(-c2cccnc2)n[nH]1
3832,Zn,C[C@@H](NCc1ccncc1)C(=O)O
3833,Sc,O=C(O)c1cc([N+](=O)[O-])c(C(=O)O)cc1[N+](=O)[O-]
3834,Sc,O=[N+]([O-])c1cc(C(O)O)c([N+](=O)[O-])cc1C(O)O
3835,Pr,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
3836,La,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
3837,Ce,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
3838,Ag,c1cnc(-c2cnccn2)cn1
3839,Nd,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
3840,Sm,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
3841,Eu,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
3842,Gd,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
3843,Tb,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
3844,Dy,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
3845,Ho,O=P(O)(O)c1ccc(P(=O)(O)O)cc1
3846,La,CC(O)(P(=O)(O)O)P(=O)(O)O
3847,Ce,CC(O)(P(=O)(O)O)P(=O)(O)O
3848,Pr,CC(O)(P(=O)(O)O)P(=O)(O)O
3849,Ag,Nc1nnc(N)[nH]1
3850,Nd,CC(O)(P(=O)(O)O)P(=O)(O)O
3851,Sm,CC(O)(P(=O)(O)O)P(=O)(O)O
3852,Eu,CC(O)(P(=O)(O)O)P(=O)(O)O
3853,Gd,CC(O)(P(=O)(O)O)P(=O)(O)O
3854,Tb,CC(O)(P(=O)(O)O)P(=O)(O)O
3855,Dy,CC(O)(P(=O)(O)O)P(=O)(O)O
3856,Y,CC(O)(P(=O)(O)O)P(=O)(O)O
3857,Er,CC(O)(P(=O)(O)O)P(=O)(O)O
3858,Ag,OS(O)(O)Cc1cc(CS(O)(O)O)c(CS(O)(O)O)cc1CS(O)(O)O
3859,Ag,OS(O)(O)c1ccc([C@]23C[C@]4(c5ccc(S(O)(O)O)cc5)C[C@](c5ccc(S(O)(O)O)cc5)(C2)C[C@](c2ccc(S(O)(O)O)cc2)(C3)C4)cc1
3860,Er,O=C(O)[C@H](O)[C@@H](O)C(=O)O
3861,Er,O=C(O)[C@@H](O)[C@H](O)C(=O)O
3862,Eu,O=C(O)COCC(=O)O
3863,Gd,O=C(O)COCC(=O)O
3864,Ag,C[C@H](N[C@@H]1N=C(N)/C(=N\O)C(=O)N1C)C(=O)O
3865,Ag,Nc1nnc[nH]1
3866,Pb,O=C(O)c1cccc(-c2cc(-c3cccc(C(=O)O)c3)cc(-c3cccc(C(=O)O)c3)c2)c1
3867,Zn,[C]Cc1ncc[nH]1
3868,Pb,c1nc(-c2nnn[nH]2)c(-c2nn[nH]n2)[nH]1
3869,Zn,c1ccc2c(c1)ncn2-c1ccc(-n2cnc3ccccc32)cc1
3870,Mn,O=C(O)c1cc(C(=O)O)cc(-c2c3nc(c(-c4cc(C(=O)O)cc(C(=O)O)c4)c4ccc([nH]4)c(-c4cc(C(=O)O)cc(C(=O)O)c4)c4nc(c(-c5cc(C(=O)O)cc(C(=O)O)c5)c5ccc2[nH]5)C=C4)C=C3)c1
3871,Cu,O=C(O)c1nc(-c2cc[n+]([O-])cc2)[nH]c1C(=O)O
3872,Ce,O=C(O)c1ccc(C(=O)O)c2ccccc12
3873,Nd,O=C(O)c1ccc(C(=O)O)c2ccccc12
3874,Y,O=C(O)c1ccc(C(=O)O)c2ccccc12
3875,Li,CC(=O)O
3876,Cu,O=C(O)c1cc(C#CC#Cc2cc(C#CC#Cc3cc(C(=O)O)cc(C(=O)O)c3)cc(C#CC#Cc3cc(C(=O)O)cc(C(=O)O)c3)c2)cc(C(=O)O)c1
3877,Cu,N[C@H](CCC(=O)O)C(=O)O
3878,Zn,[O-][n+]1ccc(-c2nc3ccccc3[nH]2)cc1
3879,Co,O=C(Nc1cccnc1)[C@H]1CC[C@H](C(=O)Nc2cccnc2)CC1
3880,Mn,NCCN
3881,Li,Nc1nnc(-c2nnc(N)n2N[N+](=O)[O-])n1N[N+](=O)[O-]
3882,Cu,Nc1nnc(N)[nH]1
3883,Cd,c1cc(Cn2ccnc2)cc(Cn2ccnc2)c1
3884,Pb,O=C(O)c1ccc(C(=O)O)o1
3885,Cu,CCO[P@@](=O)(O)c1ccc(-c2cc(-c3ccc([P@@](=O)(O)OCC)cc3)cc(-c3ccc([P@@](=O)(O)OCC)cc3)c2)cc1
3886,Zn,O=Cc1cc(-c2cn[nH]c2)ccc1-c1cn[nH]c1
3887,Pr,O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12
3888,Cu,N#CCCNCCC#N
3889,Zn,O=C(O)c1ccc(OCc2cc(C(=O)O)cc(C(=O)O)c2)cc1
3890,Tb,O=C(O)c1ccc(C(=O)O)c([N+](=O)[O-])c1
3891,Cd,O=C(O)CCN1CN=C(C(=O)O)N1
3892,Mn,O=C(O)CCn1cnc(C(=O)O)n1
3893,Pb,O=C(O)CCN1CN=C(C(=O)O)N1
3894,Fe,O=C(O)c1ccc(-c2c3nc(c(-c4ccc(C(=O)O)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C(=O)O)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1
3895,Ag,c1cncnc1
3896,Pb,O=C(O)CCCCC(=O)O
3897,Cd,O=C(O)/C=C/c1c[nH]cn1
3898,U,O=C(O)c1ccc(C(=C(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1
3899,Na,N[C@H]1[C@@H](O)[C@@H](N)[C@@H](O)[C@@H](N)[C@H]1O
3900,La,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O
3901,Tm,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O
3902,Zn,O=C(O)c1ccc(CNCc2ccc(C(=O)O)cc2)cc1
3903,Sm,O=C(O)c1c(I)c(C(=O)O)c(I)c(C(=O)O)c1I
3904,Th,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1
3905,Li,O=C(O)C[C@H](O)C(=O)O
3906,Ba,O=C(O)C[C@H](O)C(=O)O
3907,Rb,O=C(O)C[C@H](O)C(=O)O
3908,Co,O=C(O)CCCC(=O)O
3909,Mg,OCO
3910,Fe,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1
3911,Er,O=C(O)c1ccc2c(c1)C1(c3ccccc3-2)c2ccccc2-c2ccc(C(=O)O)cc21
3912,Mn,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(C(=O)O)c2)cc1
3913,Mn,NCCCN
3914,Zn,NCCCN
3915,La,O=C(O)c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(C(=O)O)cc5)s4)cc(-c4ccc(-c5ccc(C(=O)O)cc5)s4)c3)s2)cc1
3916,La,O=C(O)c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(C(=O)O)s5)cc4)cc(-c4ccc(-c5ccc(C(=O)O)s5)cc4)c3)cc2)s1
3917,Zn,O=C(O)c1ccccc1-c1cc(-c2cccnc2)nc(-c2cccnc2)c1
3918,Mn,c1cc(-c2nnc(-c3ccncc3)nn2)ccn1
3919,Mn,c1cc(NNc2ccncc2)ccn1
3920,Zn,Cc1c(C)c(-c2ccc(C(=O)O)cc2)c(C)c(C)c1B(c1c(C)c(C)c(-c2ccc(C(=O)O)cc2)c(C)c1C)c1c(C)c(C)c(-c2ccc(C(=O)O)cc2)c(C)c1C
3921,Zn,CC(=O)C(Sc1ccncc1)C(C)=O
3922,Cu,Cc1cnc(C(=O)O)cn1
3923,Zn,O=C(O)[C@H]1CC[C@H](C(=O)O)CC1
3924,Mg,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)cc2-c2ccc(C(=O)O)cc2)cc1
3925,Ni,O=C(O)c1cc(-n2cnc3ccccc32)cc(-n2cnc3ccccc32)c1
3926,In,O=C(O)c1ccc(-c2cc(-c3ccc(-c4cc(-c5ccc(C(=O)O)cc5)nc(-c5ccc(C(=O)O)cc5)c4)cc3)cc(-c3ccc(C(=O)O)cc3)n2)cc1
3927,Mn,O=C(O)c1cc(-n2cnc3ccccc32)cc(-n2cnc3ccccc32)c1
3928,Cu,N#C/C=C/C#N
3929,Zn,O=C(O)C1=NC(CO)=N[C@H]1C(=O)O
3930,Zn,c1cnc2[nH]cnc2n1
3931,Cd,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C(=O)O)c2c1
3932,Zn,c1ccc2[nH]cnc2c1
3933,Zn,C1=NC2=CCC=NC2=N1
3934,La,O=C(O)c1cccc(-c2c3nc(c(-c4cccc(C(=O)O)c4)c4ccc([nH]4)c(-c4cccc(C(=O)O)c4)c4nc(c(-c5cccc(C(=O)O)c5)c5ccc2[nH]5)C=C4)C=C3)c1
3935,Pr,O=C(O)c1cccc(-c2c3nc(c(-c4cccc(C(=O)O)c4)c4ccc([nH]4)c(-c4cccc(C(=O)O)c4)c4nc(c(-c5cccc(C(=O)O)c5)c5ccc2[nH]5)C=C4)C=C3)c1
3936,Sm,O=C(O)c1cccc(-c2c3nc(c(-c4cccc(C(=O)O)c4)c4ccc([nH]4)c(-c4cccc(C(=O)O)c4)c4nc(c(-c5cccc(C(=O)O)c5)c5ccc2[nH]5)C=C4)C=C3)c1
3937,Bi,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)c(-c3ccc(C(=O)O)cc3)cc2-c2ccc(C(=O)O)cc2)cc1
3938,Mg,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
3939,K,O=C(O)c1cc(=O)[nH]c(=O)[nH]1
3940,Cu,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1
3941,Cu,Cc1n[nH]c(C)c1-c1ccc(C(=O)O)cc1
3942,Cu,CC(C)(N)C(=O)NC(C)(C)C(=O)O
3943,Dy,O=C(O)c1cc(COc2ccccc2C(=O)O)cc(C(=O)O)c1
3944,Nd,O=C(O)c1cc(COc2ccccc2C(=O)O)cc(C(=O)O)c1
3945,Tb,O=C(O)c1cc(COc2ccccc2C(=O)O)cc(C(=O)O)c1
3946,Pr,O=C(O)c1cc(COc2ccccc2C(=O)O)cc(C(=O)O)c1
3947,Sm,O=C(O)c1cc(COc2ccccc2C(=O)O)cc(C(=O)O)c1
3948,Gd,O=C(O)c1cc(COc2ccccc2C(=O)O)cc(C(=O)O)c1
3949,Er,O=C(O)c1cc(COc2ccccc2C(=O)O)cc(C(=O)O)c1
3950,Eu,O=C(O)c1cc(COc2ccccc2C(=O)O)cc(C(=O)O)c1
3951,Ca,O=C(O)c1ccc(C(=O)O)o1
3952,Zn,O=C(O)c1cccnc1
3953,Cd,Nc1ccc(C(=O)O)cc1
3954,Tb,O=C(O)c1ccc2c(c1)c1ccc(C(=O)O)cc1c1ccc(C(=O)O)cc21
3955,K,C[C@@H](C(=O)O)N1C(=O)c2cccc3cccc(c23)C1=O
3956,Na,C[C@@H](C(=O)O)N1C(=O)c2cccc3cccc(c23)C1=O
3957,Zn,O=[N+]([O-])C1=NCC=N1
3958,Ni,O=C(O)c1ccc(C(=O)O)c2ccccc12
3959,Rb,Cn1nnnc1N[N+](=O)[O-]
3960,Cs,Cn1nnnc1N[N+](=O)[O-]
3961,Cr,O=C(O)[C@H]1CC[C@H](C(=O)O)CC1
3962,Mn,O=C(O)c1ccc(-c2ccc(-c3ccc(C(=O)O)s3)s2)s1
3963,Mn,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1
3964,In,Nc1c(N)c(C(=O)O)c(N)c(N)c1C(=O)O
3965,Ag,COCCOCCOCCOc1cc2c(C3SC(c4ccncc4)=C(c4ccncc4)S3)c3cc(OCCOCCOCCOC)c(OCCOCCOCCOC)cc3c(C3SC(c4ccncc4)=C(c4ccncc4)S3)c2cc1OCCOCCOCCOC
3966,Mn,c1nnc[nH]1
3967,Cu,Cc1cn(-c2ccc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc2)cn1
3968,Cu,O=C(O)c1cc(C(=O)O)cc(-c2ccc(-n3ccnc3)cc2)c1
3969,Cu,Cc1nccn1-c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1
3970,Yb,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
3971,Cu,s1p2sp3p1p3s2
3972,Th,O=C(O)c1cc(C(=O)O)[nH]n1
3973,Cu,O=C(O)c1nccnc1C(=O)O
3974,Cu,O=C(Oc1cccc(OC(=O)c2ccncc2)c1)c1ccncc1
3975,Cd,Nn1nnc(-c2ccc(Oc3cc(C(=O)O)cc(C(=O)O)c3)cc2)n1
3976,Cu,O=C(O)c1cc(C(=O)O)cc(N2C[C@@H](c3ccc([C@@H]4CN(c5cc(C(=O)O)cc(C(=O)O)c5)N=N4)cc3)N=N2)c1
3977,Cu,O=C(O)c1cc(C(=O)O)cc(-n2cc(-c3cccc(-c4cn(-c5cc(C(=O)O)cc(C(=O)O)c5)nn4)c3)nn2)c1
3978,Ni,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3cc(-c4cc(-c5ccc(C(=O)O)cc5)cc(-c5ccc(C(=O)O)cc5)c4)cc(-c4cc(-c5ccc(C(=O)O)cc5)cc(-c5ccc(C(=O)O)cc5)c4)c3)c2)cc1
3979,Ag,CC1=C(c2c(C)n[nH]c2C)[C@H](C)NN1
3980,Zn,Nc1cc(C(=O)O)ccc1C(=O)O
3981,Mn,O=C(O)C[C@@H](O)C(=O)O
3982,Y,O=C1C(=O)[C@H](Cl)C(=O)C(O)=C1Cl
3983,Th,O=C1C(=O)[C@H](Cl)C(=O)C(=O)[C@H]1Cl
3984,Cu,O=C(O)c1cc(/C=C/c2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
3985,Cu,O=C(O)c1cc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
3986,La,O=C(O)[C@H](O)[C@@H](O)C(=O)O
3987,La,O=C(O)[C@@H](O)[C@H](O)C(=O)O
3988,Dy,O=C(O)COc1ccc(OCC(=O)O)cc1
3989,U,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
3990,Ni,O=C(O)/C=C/C(=O)O
3991,La,O=C(O)COc1cccc(OCC(=O)O)c1
3992,Ce,O=C(O)COc1cccc(OCC(=O)O)c1
3993,Fe,c1cc(-c2ccncc2)ccn1
3994,Pr,O=C(O)COc1cccc(OCC(=O)O)c1
3995,Nd,O=C(O)COc1cccc(OCC(=O)O)c1
3996,Eu,O=C(O)COc1cccc(OCC(=O)O)c1
3997,Na,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1
3998,La,Nc1cc(C(=O)O)ccc1C(=O)O
3999,Tb,O=C(O)c1cccnc1C(=O)O
4000,Zn,O=C(O)COc1cc(C(=O)O)cc(C(=O)O)c1
4001,Zn,O=C(O)c1cc(/N=N\c2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
4002,Cd,O=C(O)c1ccc(-c2ccc(-c3nnn[nH]3)cc2)cc1
4003,Co,n1n[nH]c(Nc2nn[nH]n2)n1
4004,Ba,O=C(O)c1ccc(C(=O)O)nc1
4005,Cd,O=C(O)c1cnc(C(=O)O)cn1
4006,Pb,Nc1ccc(C(=O)O)cc1
4007,Ni,O=C(O)CCCCC(=O)O
4008,Ni,O=C(O)CCCCCCC(=O)O
4009,Co,O=C(O)CCCCCCC(=O)O
4010,La,O=C(O)c1cnc(C(=O)O)cn1
4011,Ca,O=C(O)COc1cc(C(=O)O)cc(C(=O)O)c1
4012,Co,O=C(O)c1cnc(C(=O)O)c(C(=O)O)c1
4013,Mn,O=C(O)c1cnc(C(=O)O)c(C(=O)O)c1
4014,Ba,O=C(O)c1cc(NC(=O)c2ccc(C(=O)Nc3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc(C(=O)O)c1
4015,K,c1ccc2ccccc2c1
4016,Na,O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2
4017,Cu,CCCN1C(=S)N[C@H]2[C@H](N)NCN[C@@H]21
4018,K,CC(COc1ccccc1C(=O)NCc1ccccc1)(COc1ccccc1C(=O)NCc1ccccc1)COc1ccccc1C(=O)NCc1ccccc1
4019,Cd,Cc1nccn1Cn1ccnc1C
4020,Cu,O=C(O)CN1C=CC(c2ccncc2)C=C1
4021,Al,O=P(O)(O)C/C=C\CP(=O)(O)O
4022,Zn,O=C(O)c1cc(OCC(O)COc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1
4023,Zn,Cc1n[nH]c(C)c1Cc1c(C)n[nH]c1C
4024,Ce,c1c[nH]cn1
4025,Cu,Cc1nccn1B(n1ccnc1C)n1ccnc1C
